"card","pools","type","rarity","cost","target","keywords","coverage","confidence","needed_editor_effects","blockers_or_review_points","source_primitives","applied_powers","dynamic_vars","override_methods","note","source_file"
"SetupStrike","Ironclad","Attack","Common","1","AnyEnemy","","Exact","High","DealDamage; ApplyPower; ApplyPower:SetupStrikePower","supported primitives only","DealDamage;ApplyPower","SetupStrikePower","DamageVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\SetupStrike.cs"
"ShrugItOff","Ironclad","Skill","Common","1","Self","","Exact","High","GainBlock; DrawCards","supported primitives only","GainBlock;DrawCards","","BlockVar;CardsVar;DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ShrugItOff.cs"
"Spite","Ironclad","Attack","Uncommon","0","AnyEnemy","","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar;DynamicVar;RepeatVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Spite.cs"
"Stampede","Ironclad","Power","Uncommon","2","Self","","Exact","High","ApplyPower; ApplyPower:StampedePower","supported primitives only","ApplyPower","StampedePower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Stampede.cs"
"Stoke","Ironclad","Skill","Rare","1","Self","","Exact","High","ExhaustCards; AddRandomCardToHand; CreatedCardsUpgraded","row-result amount source","ExhaustCards;AddRandomCardToHand;CreatedCardsUpgraded","","","OnPlay","Exhaust hand row can publish its actual applied count by EffectId; generated-card row can use that Applied Effect / Instances value as its amount source, then upgrade generated cards when upgraded.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Stoke.cs"
"Stomp","Ironclad","Attack","Uncommon","3","AllEnemies","","Almost","Medium","DealDamage","combat history count; conditional branch; loop/repeat","DealDamage","","DamageVar","AfterCardEnteredCombat;BeforeCardPlayed;OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Stomp.cs"
"StoneArmor","Ironclad","Power","Uncommon","1","Self","","Exact","High","GainPlating","supported primitives only","GainPlating","PlatingPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\StoneArmor.cs"
"StrikeIronclad","Ironclad","Attack","Basic","1","AnyEnemy","","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\StrikeIronclad.cs"
"SwordBoomerang","Ironclad","Attack","Common","1","RandomEnemy","","Almost","Medium","DealDamage","randomness","DealDamage","","DamageVar;DynamicVar;RepeatVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\SwordBoomerang.cs"
"Tank","Ironclad","Power","Rare","1","Self","","Exact","High","ApplyPower; ApplyPower:TankPower","supported primitives only","ApplyPower","TankPower","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Tank.cs"
"Taunt","Ironclad","Skill","Uncommon","1","AnyEnemy","","Exact","High","GainBlock; ApplyVulnerable","supported primitives only","GainBlock;ApplyVulnerable","VulnerablePower","BlockVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Taunt.cs"
"TearAsunder","Ironclad","Attack","Rare","2","AnyEnemy","","Almost","Medium","DealDamage","calculated amount","DealDamage","","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DamageVar;DynamicVar;RepeatVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\TearAsunder.cs"
"Thrash","Ironclad","Attack","Rare","1","AnyEnemy","Exhaust","Almost","Medium","DealDamage; ExhaustCards","calculated amount; conditional branch; randomness; custom card filter; pile scan","DealDamage;ExhaustCards","","DamageVar","AfterDowngraded;OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Thrash.cs"
"Thunderclap","Ironclad","Attack","Common","1","AllEnemies","","Exact","High","DealDamage; ApplyVulnerable","supported primitives only","DealDamage;ApplyVulnerable","VulnerablePower","DamageVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Thunderclap.cs"
"Tremble","Ironclad","Skill","Common","1","AnyEnemy","Exhaust","Exact","High","ApplyVulnerable","supported primitives only","ApplyVulnerable","VulnerablePower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Tremble.cs"
"TrueGrit","Ironclad","Skill","Common","1","Self","Exhaust","Exact","High","GainBlock; ExhaustCards","supported selector/pile operation","GainBlock;ExhaustCards","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing editor selector and pile operation effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\TrueGrit.cs"
"TwinStrike","Ironclad","Attack","Common","1","AnyEnemy","","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\TwinStrike.cs"
"Unmovable","Ironclad","Power","Rare","2","Self","","Exact","High","ApplyPower; ApplyPower:UnmovablePower","supported primitives only","ApplyPower","UnmovablePower","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Unmovable.cs"
"Unrelenting","Ironclad","Attack","Uncommon","2","AnyEnemy","","Exact","High","DealDamage; ApplyPower; ApplyPower:FreeAttackPower","supported primitives only","DealDamage;ApplyPower","FreeAttackPower","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Unrelenting.cs"
"Uppercut","Ironclad","Attack","Uncommon","2","AnyEnemy","","Exact","High","DealDamage; ApplyVulnerable; ApplyWeak","supported primitives only","DealDamage;ApplyVulnerable;ApplyWeak","VulnerablePower;WeakPower","DamageVar;DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Uppercut.cs"
"Vicious","Ironclad","Power","Uncommon","1","Self","","Exact","High","ApplyPower; ApplyPower:ViciousPower","supported primitives only","ApplyPower","ViciousPower","CardsVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Vicious.cs"
"Whirlwind","Ironclad","Attack","Uncommon","0","AllEnemies","","Almost","Medium","DealDamage","conditional branch","DealDamage","","DamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Whirlwind.cs"
"Abrasive","Silent","Power","Rare","3","Self","Sly","Exact","High","GainDexterity; GainThorns","supported primitives only","GainDexterity;GainThorns","DexterityPower;ThornsPower","DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Abrasive.cs"
"Accelerant","Silent","Power","Rare","1","Self","","Exact","High","ApplyPower; ApplyPower:AccelerantPower","supported primitives only","ApplyPower","AccelerantPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Accelerant.cs"
"Accuracy","Silent","Power","Uncommon","1","Self","","Exact","High","ApplyPower; ApplyPower:AccuracyPower","supported primitives only","ApplyPower","AccuracyPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Accuracy.cs"
"Acrobatics","Silent","Skill","Uncommon","1","Self","","Exact","High","DrawCards; DiscardCards","supported selector/pile operation","DrawCards;DiscardCards","","CardsVar","OnPlay;OnUpgrade","Direct mapping to existing editor selector and pile operation effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Acrobatics.cs"
"Adrenaline","Silent","Skill","Rare","0","Self","Exhaust","Almost","Medium","DrawCards; GainEnergy","conditional branch","DrawCards;GainEnergy","","CardsVar;DynamicVar;EnergyVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Adrenaline.cs"
"Afterimage","Silent","Power","Rare","1","Self","Innate","Exact","High","ApplyPower; ApplyPower:AfterimagePower","supported primitives only","ApplyPower","AfterimagePower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Afterimage.cs"
"Anticipate","Silent","Skill","Common","0","Self","","Exact","High","ApplyPower; ApplyPower:AnticipatePower","supported primitives only","ApplyPower","AnticipatePower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Anticipate.cs"
"Assassinate","Silent","Attack","Rare","0","AnyEnemy","Exhaust;Innate","Exact","High","DealDamage; ApplyVulnerable","supported primitives only","DealDamage;ApplyVulnerable","VulnerablePower","DamageVar;DynamicVar;PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Assassinate.cs"
"Backflip","Silent","Skill","Common","1","Self","","Exact","High","GainBlock; DrawCards","supported primitives only","GainBlock;DrawCards","","BlockVar;CardsVar;DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Backflip.cs"
"Backstab","Silent","Attack","Uncommon","0","AnyEnemy","Exhaust;Innate","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Backstab.cs"
"BladeDance","Silent","Skill","Common","1","Self","Exhaust","Almost","Medium","AddSpecificCardToHand:Shiv","loop/repeat","AddSpecificCardToHand","","CardsVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BladeDance.cs"
"BladeOfInk","Silent","Skill","Rare","1","Self","","Almost","Medium","AddSpecificCardToHand:Shiv; EnchantCard","loop/repeat","AddSpecificCardToHand;EnchantCard","","CardsVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BladeOfInk.cs"
"Blur","Silent","Skill","Uncommon","1","Self","","Exact","High","GainBlock; GainBlur","supported primitives only","GainBlock;GainBlur","BlurPower","BlockVar;DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Blur.cs"
"BouncingFlask","Silent","Skill","Uncommon","2","RandomEnemy","","Almost","Medium","ApplyPoison","conditional branch; loop/repeat; randomness","ApplyPoison","PoisonPower","DynamicVar;PowerVar;RepeatVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BouncingFlask.cs"
"BubbleBubble","Silent","Skill","Uncommon","1","AnyEnemy","","Almost","Medium","ApplyPoison","conditional branch","ApplyPoison","PoisonPower","PowerVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BubbleBubble.cs"
"BulletTime","Silent","Skill","Rare","3","Self","","Almost","Medium","ApplyPower; ApplyPower:NoDrawPower","conditional branch; loop/repeat; pile scan","ApplyPower","NoDrawPower","","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BulletTime.cs"
"Burst","Silent","Skill","Rare","1","Self","","Exact","High","ApplyPower; ApplyPower:BurstPower","supported primitives only","ApplyPower","BurstPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Burst.cs"
"CalculatedGamble","Silent","Skill","Uncommon","0","Self","Exhaust;Retain","Almost","Medium","DiscardCards","pile scan","DiscardCards","","","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\CalculatedGamble.cs"
"CloakAndDagger","Silent","Skill","Common","1","Self","","Almost","Medium","GainBlock; AddSpecificCardToHand:Shiv","loop/repeat","GainBlock;AddSpecificCardToHand","","BlockVar;CardsVar;DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\CloakAndDagger.cs"
"CorrosiveWave","Silent","Skill","Rare","1","Self","","Exact","High","ApplyPower; ApplyPower:CorrosiveWavePower","supported primitives only","ApplyPower","CorrosiveWavePower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\CorrosiveWave.cs"
"DaggerSpray","Silent","Attack","Common","1","AllEnemies","","Almost","Medium","DealDamage","loop/repeat","DealDamage","","DamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DaggerSpray.cs"
"DaggerThrow","Silent","Attack","Common","1","AnyEnemy","","Exact","High","DealDamage; DrawCards; DiscardCards","supported selector/pile operation","DealDamage;DrawCards;DiscardCards","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing editor selector and pile operation effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DaggerThrow.cs"
"Dash","Silent","Attack","Uncommon","2","AnyEnemy","","Exact","High","DealDamage; GainBlock","supported primitives only","DealDamage;GainBlock","","BlockVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Dash.cs"
"DeadlyPoison","Silent","Skill","Common","1","AnyEnemy","","Exact","High","ApplyPoison","supported primitives only","ApplyPoison","PoisonPower","PowerVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DeadlyPoison.cs"
"DefendSilent","Silent","Skill","Basic","1","Self","","Exact","High","GainBlock","supported primitives only","GainBlock","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DefendSilent.cs"
"Deflect","Silent","Skill","Common","0","Self","","Exact","High","GainBlock","supported primitives only","GainBlock","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Deflect.cs"
"DodgeAndRoll","Silent","Skill","Common","1","Self","","Exact","High","GainBlock; ApplyPower; ApplyPower:BlockNextTurnPower","supported primitives only","GainBlock;ApplyPower","BlockNextTurnPower","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\DodgeAndRoll.cs"
